customer_id,customer_name
07f4208d-7218-4070-85b7-2b540a1bddbe,Sakshi Joshi
a022e20c-033f-416a-a1e8-3f1dd45ea49c,Sneha Singh
50fe4fbc-766c-4207-a0a0-8b7e21f8bd9b,Nikhil Bansal
bcf581fb-ab12-4345-afcb-703db1f0c016,Ananya Gupta
1a87c5f3-a932-4852-ac0c-b0ac5a2627b1,Simran Kumar
65f1d124-89c9-4f73-85e9-7e41168a6d2f,Ankit Mehta
53134493-9a0c-41b3-bd02-be331b94746a,Yash Kapoor
c6230195-dc16-48e3-9f61-a81c49caa3bb,Vivaan Patel
14554bec-65be-44b9-b013-2964f1e5d644,Vikram Khanna
ad1d31b1-3abe-4f5f-b70b-2c588b09be69,Simran Iyer
49088e52-2653-421d-9e75-61713203308d,Varun Sinha
00ca63ec-4ba0-45f9-9525-251368ca7e7a,Diya Malhotra
7493b6cf-51fc-4216-843f-916d259a311c,Ankit Sinha
06982117-6075-4ea3-80f3-211f891caa7f,Kabir Khanna
2fea3e9e-2f1b-404c-9b00-e28c28fe292c,Riya Sinha
b726e148-4a35-421f-a13e-ff5e0940f2b2,Raj Nair
6d8c63c2-6618-4086-803d-7ae51ca12e77,Neha Malhotra
90ebe80a-b125-4a4d-ad48-472d78573152,Karan Bhatia
9cbadf30-f568-4d8e-a52c-7c99e85856e6,Isha Malhotra
a0ca1a73-c166-4130-b256-6dbe4251d4dd,Siddharth Sharma
b414bf0d-9dea-435c-bc11-aa91a4f44152,Simran Bhatia
f05280df-c788-40f4-8911-12a866163969,Kavya Gupta
7568c9f4-07b0-48dd-8f00-177a33c476be,Sakshi Khanna
b280db7e-22de-489f-8501-5eec39279217,Riya Tiwari
b12c681e-a038-46cd-81aa-5df0ca1b039b,Shreya Mishra
fdbad7a9-ba1e-400f-bca7-c129bf9ce3d6,Tanya Kapoor
b55d80b0-f93f-4229-8d64-2cf81dd98d1b,Manya Gupta
1842e120-1fe8-4b3a-87a2-c70ebccc8948,Vikram Joshi
c6b25a39-306d-4cd6-abd1-8c5df98dcd53,Isha Iyer
6cd11371-2739-4ded-b960-be9b249e4f8d,Nisha Chopra
c1433db9-3fd5-4936-bb7d-64c7ab41788d,Karan Chopra
26063cb4-a9d3-49ab-8075-264aabf9bd52,Aditya Sinha
b3022ba9-ab3a-4639-8635-590ecebc44a3,Vikram Shah
2a67c751-e6ff-4e94-89c2-c4bfa63ba494,Nisha Khanna
c9dadb2f-4aa1-4ab4-931f-5a8786743b12,Avni Gupta
0e445b51-c4ef-4469-b5bc-0b5aac6a46b0,Avni Desai
2a35e642-e8d8-45fe-95d5-fa66bc326571,Sakshi Nair
5f6c4a37-9c57-4280-8228-70443a2c05cc,Siddharth Shah
95a305b2-874c-4be6-af3c-fae4bf43eead,Sneha Gupta
20bc2587-694f-475b-869d-25b4f492a97a,Manish Jain
fa2e0e1b-e5bc-4936-9b50-878e97cbc694,Akash Chopra
3c761e7e-10b0-455d-8508-be93a61e4ccd,Manish Reddy
72f48c58-58cf-466b-8bdf-83f9a713b695,Varun Kapoor
9e298291-7258-42b2-b6d1-bb7e8ac7084b,Pooja Shah
fee20058-176b-43e5-966a-07c191909efe,Sneha Iyer
a5b80758-c67d-41b9-af4c-ec2acd7a1d9e,Avni Jain
1552d5c6-c3db-4ad2-bb52-cd7046abe57c,Akash Kapoor
0efb2dd1-5e13-46aa-b8c6-97f2df63c6b4,Riya Saxena
f53e3127-62fd-42c6-adc8-23e0eb71c150,Priya Singh
5353ca22-036b-44cc-ac64-557c4078f81b,Harsh Tiwari
a238952a-de45-4590-bf89-024b852dcde7,Karan Desai
5fbd82b2-730a-41ac-b0a0-4c5cb681cfdb,Aman Singh
0380e6b8-a1dd-487f-a274-94ec1c641e42,Pooja Reddy
ad90d9e3-15cc-4f09-b946-afbb69c507d6,Sneha Tiwari
52b00dc5-4aa8-4192-b5b2-7d30c8d53bb2,Isha Gupta
784fba88-c04c-4ec2-a894-ef6eab6b6fe7,Ishaan Kumar
84bccf29-3add-47b6-b27d-aa536e42dee1,Meera Bansal
ecb40181-4919-4d84-8560-9d9b525c12da,Manish Nair
268592a1-becf-42cf-8faa-729787abf72a,Pallavi Iyer
b78abea0-0d1d-46eb-a20b-d5bc29990205,Pooja Chopra
4dd3943c-6db5-4356-9963-c9e13e6d6bf0,Vikram Kapoor
4dddb481-8040-49ad-9d13-25ce0f16f88b,Simran Sinha
812e522c-3b2d-4d0c-acc1-0fd8262528c3,Raj Verma
51f34610-df75-46ea-b9c1-93e08d606a71,Arjun Nair
c7b96c2e-f383-4531-83b5-ee17636abe2c,Avni Nair
9bcc759a-fd8f-4067-8539-b0aeed63768f,Harsh Mishra
d48f125f-9533-49ee-9e4f-e208d8c94f66,Akash Verma
aadbf331-4ef8-48d8-853e-1de8e2b28b57,Aman Verma
3981f81d-de51-4dfd-b9f5-44a2e2bec63a,Neha Patel
677b4ace-29b1-4608-bd17-92605e5c81c5,Aditi Iyer
f644f6e1-4e84-4b0b-88cf-9442095fa509,Neha Desai
66658745-c3c6-4bcc-b147-a32b7469ac2d,Kabir Mehta
4df612da-ef79-4bb0-9a81-e874dc6c458e,Priya Bansal
0e753b39-69c6-477c-afb4-d1c132631f66,Radhika Sinha
a1bf481b-e23a-4a82-aa39-b8aa66533afd,Siddharth Nair
1b96a254-9f71-4b97-8ca6-a17f04d615fa,Varun Agarwal
80f4a5d5-7b26-407d-a1df-2f7734bc2283,Kabir Kapoor
23c10878-4a5a-481b-8b74-7f58494c689b,Arjun Chopra
633e22f8-fdfc-4fba-ae33-d855c3dd4d5d,Siddharth Gupta
b4c7ebd1-ea9b-4616-81fd-fd9869ac2869,Harsh Sharma
3eade460-20d5-4b43-a26d-cbc41e5c72e7,Radhika Singh
eda8ad38-d11a-48bf-8343-842553e029e1,Shreya Sharma
86353ea1-8070-4d0e-beb9-34bceff93de9,Manya Nair
9b776521-eb49-442c-a18e-b0f1aca4bceb,Manish Sharma
93b1b215-2296-40cb-9dce-9c82597b9ade,Karan Patel
1f968366-e95f-49a4-8d09-e8c202f41029,Vivaan Verma
ac41840e-d13c-4a2e-8b50-64e3b6e6b8a9,Siddharth Khanna
f6f6c7d2-f491-49f0-b151-e5c1d6256042,Harsh Khanna
f2c3997e-0854-469a-b9fa-fb020623ce6c,Akash Khanna
56f94a75-1b67-45b6-8a64-7f169a4cd83b,Meera Nair
fe4f8c97-f727-4226-9422-f0a11c8a5798,Pooja Saxena
44f58f4e-dc82-429b-b2fe-59ea81d9c78f,Aditya Sharma
209d4295-5c30-4fc8-935a-1c0a850a1b83,Rahul Kapoor
4f4412c2-06f1-4904-9d42-0ab915fc18ba,Manish Singh
17cac573-3a6f-430c-88e3-2c09d3e38683,Manya Agarwal
c231947c-98fc-406e-9f29-8776ade6bc5f,Ishaan Bhatia
9fc04204-244d-4904-863e-9d10fcad9327,Kabir Saxena
bebedbd2-5140-4ba4-8a45-80cd2fdbfeab,Raj Iyer
0e18ab33-89a3-4fc7-bd31-49e18c338769,Pallavi Kapoor
e5bbaa17-3164-4c9e-9c1a-aaf1294cef85,Kabir Bhatia
31a152be-00e5-4d14-aca4-ebba9701603e,Radhika Sharma
21988c67-7574-41e1-8a25-46efd60a1a24,Arjun Mehta
3d23c6d5-dd16-4d4b-97e8-9d6136b85d39,Nisha Sharma
312e91cc-5a82-42aa-a8cc-6b2220a344ba,Varun Gupta
63085581-9fb8-4e4f-8e08-6a28384f95dd,Radhika Desai
31822449-44da-4140-8663-ae1595d20dfb,Ananya Sharma
763b434e-edc7-4116-9d8f-a5a00ca60d24,Aditi Khanna
88a88e8f-c151-4f20-8d41-7c97c0872ba9,Ankit Singh
d96618ea-53ae-4965-81ec-73ab2a12dea0,Priya Sharma
6ecc370c-14d0-4a2f-8bba-2db185ec98b3,Simran Sharma
58e4ccbd-4f6d-4ffc-a5c8-bfaabf9992c6,Diya Kapoor
c4a269c6-9efc-492a-bdcf-0d027c754873,Riya Joshi
a6ff42ba-c39a-4fbd-884b-35d07b5ab40f,Tanya Tiwari
e8ab8789-ceca-4456-b2cf-d2943bfee93b,Harsh Iyer
0122c7cd-2330-47bc-9e42-6d6d65286bca,Rohan Iyer
119cb3fc-ac3b-4458-9202-a5875c354fac,Harsh Gupta
b5c10fce-7348-4197-ac22-4cb4ddab4aa0,Kabir Iyer
ac8096f6-9976-465a-b67b-40da1c63ca84,Vivaan Mehta
dbae6c69-ca52-4d15-8683-e9b600dd20bc,Avni Malhotra
3afcd865-ced9-4387-9dfd-1e5e890e50e4,Rohan Jain
49dc1417-baeb-4122-914d-2f2b7f712763,Meera Shah
07a270e3-f1ab-4c20-838d-e98b90f9594f,Aditya Kapoor
5406beb2-7fd1-4d75-a28e-d22d6e0784e3,Shreya Jain
6c20813f-3709-4279-9289-6b6116ec3563,Diya Saxena
9b480d79-d200-48b9-a205-fa0409e2a2c8,Aarav Shah
0184898f-78e0-44b8-b257-a7c6d792b689,Sakshi Verma
4c4d16a4-ff37-4baa-96af-0553f3706e1a,Priya Mishra
c2023cb3-63a9-4402-b06b-254742c60b19,Yash Mishra
83669f3b-73d0-4db3-aca0-2049212e20db,Sneha Mehta
edc513c7-7afa-4440-a3d3-abc8e4ecdb69,Karan Reddy
0efb53aa-df00-4003-b0c6-b132ae6e78e6,Aditi Gupta
987ff92d-66d9-4bdf-b8be-c2b83d3c1b42,Priya Verma
019e2665-f34e-488f-9eb1-1982bd6df805,Diya Jain
2d500fd8-b08d-4c64-9fbb-be2c8bd4f071,Aarav Nair
2fda89d0-234f-4d6c-944b-40d81676c3ff,Sneha Nair
9aed5899-7cbe-4b17-929c-7a36f97f145f,Avni Mishra
32744eb8-2a42-49b6-841b-9b958b67b29e,Riya Malhotra
cf0d9d01-99ef-4d12-9745-8d310e41320e,Diya Bhatia
59ae8e3d-6d4b-4d0a-82fd-4ad6e22a64ee,Kabir Chopra
676f7454-2e1a-468a-873c-f73fb1ee4109,Karan Sinha
7e3ee5d6-ce4d-4e62-932f-28899ad65807,Aarav Mehta
8c0a451d-c3be-4146-8ed7-031842cd039e,Yash Reddy
94e369ef-5a7f-4b4d-b439-0aa55ac8d148,Aarav Desai
0d38cd5c-a40a-48b0-a893-aa1764930c76,Rahul Chopra
6c0bc228-18d6-409e-970b-9229096836b9,Aditya Mishra
1d4b2566-47dc-49e6-98b3-e6cc934f2800,Raj Kapoor
d531be04-d868-4819-9b93-0dd485d7d347,Varun Verma
1b8b1d54-0ba7-4c72-beee-485a025f4cf5,Siddharth Agarwal
c1e99218-02a0-459a-aaee-840aa36a413d,Karan Nair
ebc435d6-c874-40e8-85ff-0601c799bae5,Neha Mishra
213fbc23-6dc9-4595-8658-83fbd0483cb7,Aman Bansal
c8bdab9f-0908-4144-ab4f-0c44a29d8ae9,Priya Saxena
d1354938-f3f7-4a2b-a925-0e4d387f5228,Simran Malhotra
3c3a71df-e1f1-498c-9d95-3e679ad446a8,Ankit Kumar
98b2ec4b-c7b7-4d1f-883e-4cb686018e23,Nisha Desai
a7ac81e5-40b4-4315-b67e-17613147f15d,Pooja Singh
fd1ae570-89e5-41de-9227-f54548c9c7a5,Simran Mehta
46c4e8e9-a538-4134-b900-9caca94fdc59,Harsh Kumar
0f2dbeb6-5d3d-429a-a776-ab364e2dc573,Vikram Malhotra
e0530cd5-6eed-44c8-9e17-2f8b90fa2deb,Tanya Chopra
d16573d5-2ed2-4bbb-a5d8-eb479e45777b,Ankit Kapoor
811bc928-8cec-4a6b-b189-9a57c44edfbd,Priya Gupta
58f6ea79-647d-47d4-8c45-b94da575d0b1,Pallavi Kumar
1dfdd56d-cca2-4944-b42c-9ff221420af3,Isha Kumar
0d018bb0-88bb-4841-9ac1-f1f5ac06be25,Aman Saxena
8625d606-28f9-42e9-99ba-5e035f17129a,Rahul Verma
896da20a-88b9-458a-ba87-426cc94a9c81,Aarav Chopra
d598dd48-96ae-4235-86d6-1b1175cd115d,Yash Gupta
1dfa9dc9-14ce-4034-8506-5255c267538d,Ankit Mishra
0179d5a3-7178-46bb-9503-de92a11d0341,Arjun Joshi
d75d06b0-ee70-48cd-a26c-4d19e73cfb00,Ananya Kumar
e4f98b81-fa5a-4131-ad06-c94507829bd9,Ishaan Saxena
22047105-7f71-48fa-a4be-ad319479a2ea,Nikhil Mishra
d74dc163-72fe-4757-8a88-025656311095,Harsh Malhotra
008eda95-ccd7-4d70-9ee5-61d1b9017f27,Siddharth Mehta
8be0fc9a-b046-4617-8af8-d87ee4bb86cf,Pooja Agarwal
8761af50-5616-4055-8c64-697946562a41,Varun Reddy
9d64014c-19b8-4a58-b455-e55b39ab46d7,Akash Mehta
6b89ec47-f4a0-49bb-b27e-c61b720b665c,Ankit Khanna
9b3cda95-e3b9-4889-8a54-ce9c101f9384,Tanya Jain
33b10c82-2252-4fd4-951a-f72e68a08e22,Nikhil Mehta
b73a692c-e5d4-458b-9eef-e4a2f9a45db6,Akash Shah
11097b33-c259-4054-9536-45bea7af8a62,Avni Verma
7a5099ba-caea-4229-a259-34f7ca35cd1e,Aditi Kapoor
ae155de8-a7f5-490b-bdd1-473c92a9a6e7,Ananya Saxena
4a90469e-7353-4a70-ad79-09f9eb371a10,Karan Shah
deb1d27b-3f91-4aec-b1d7-650f9c91c7a2,Diya Kumar
d3344450-c9d3-4187-be56-052ca653d6b3,Priya Patel
43165b2b-17de-433b-b9cb-91085ecac7be,Raj Bhatia
cc268b50-d42a-4cc0-a2f3-978a8dd5aa76,Tanya Reddy
1d7313e7-fc8b-4a8d-9771-c43a7a4c0495,Aarav Malhotra
612064ce-b18c-4a3e-8efe-859ca32a7143,Karan Khanna
f10bd9e4-3242-40ae-8674-9939470c4a34,Yash Sharma
65dae89e-ef67-40c4-8fb6-01fabe403441,Ananya Joshi
ba46c39b-37d4-4fad-9cf0-799b9343a2d8,Vivaan Singh
24125817-a25f-46d3-8957-de7dcd9f4757,Isha Mehta
44196936-b144-44c7-9885-29b0970259ca,Raj Mehta
33b8d9c3-a1c4-4a0d-ba4d-64c6d5613e5f,Nikhil Gupta
386f5196-dd2a-44eb-8d82-c3d5e5b6fb20,Yash Iyer
15706242-32dd-4b73-9b4c-cd89aba89c58,Aditi Jain
1b6fefc8-8e05-4b5c-abb1-26f7fd4dd7a9,Vikram Saxena
f267ee68-6851-4a51-a503-2032dcaf85d3,Kavya Saxena
329acb75-e340-428d-a45d-c534f85030dd,Raj Sharma
32a2a6d2-4714-433a-9942-244216f6e4c3,Arjun Patel
21cfaacd-572e-4ef9-8a56-00b5958a1c97,Ananya Bansal
662bec47-6891-48ea-8bd7-58b7f0858d88,Isha Sharma
ad569d1e-6017-4809-9da3-71793e4caa46,Ananya Bhatia
a959b316-3a49-4686-af22-a038fa9bf053,Kavya Malhotra
34441ddd-666b-4d42-9e1f-9d9dec25bd96,Vivaan Sinha
d6853207-37a2-4fb9-8ec3-5ea6edfa1930,Manya Malhotra
8f10807e-4369-478c-affc-f0e0a1762623,Priya Kumar
3168ba70-b479-4c94-a5d5-b07ccbe433bc,Shreya Agarwal
35e405ba-90df-4333-8ac8-aec30da3d19e,Kabir Mishra
512c1838-d86c-4c2d-b2f8-0f3ffc312592,Manish Malhotra
1aa08a25-4d70-431f-881e-1a22f1fb64f2,Akash Singh
a26008ff-6ea6-4478-955f-f94acd7455f6,Sakshi Kumar
8f2466ce-30c3-4185-9382-ce6776b9b182,Simran Chopra
dbe87d18-f7c4-481d-b6b9-9c1b9ce0fcae,Kabir Tiwari
2e495db8-460b-4734-9607-d206da85972d,Meera Khanna
93045812-25b2-48f4-adf6-2e1268d14fe9,Varun Desai
f11381f7-5332-443d-b0ae-cbd0c5835cd9,Kavya Agarwal
00ed47c5-232b-4dcc-ad88-d0fcce97213a,Akash Kumar
357d9b5a-8f7d-40ed-a2c9-77cc572e18c7,Shreya Bhatia
8a7f6ad3-b6f7-4995-958e-bc45b3b1c54b,Siddharth Verma
b1951187-0e63-4b02-9e9d-02c99e6b578b,Kabir Verma
4916a478-950e-49ea-a485-4b781bb55c49,Kabir Kumar
74456618-21a2-40c5-8fe2-7efd7d5028b7,Simran Nair
6fc5a47c-638c-4c08-a4c4-ed2cffe73786,Manish Saxena
7007e305-597d-406b-b61c-bf0223a74507,Avni Tiwari
76b5ae5d-2b0d-4ea2-bebf-6e3b66597b85,Radhika Reddy
92142314-9c57-405f-802e-95430503cf08,Raj Tiwari
5d85d8fe-7f65-4ad0-b770-c666389efea9,Isha Desai
f7fc086a-4c22-4052-8dde-1c252d677a2c,Aman Agarwal
d5769c27-9a4d-4a80-86ce-e11f2d859f0e,Varun Chopra
acb7c60a-8e92-4c0f-aeba-3e9a3a5a4ffc,Raj Joshi
d9156bb0-e273-4f85-9c8d-f770b2ccfca3,Ishaan Bansal
e957641b-62e9-4b71-8c43-e99b84883141,Varun Mehta
06353ee4-3440-4cb0-bea7-6786b04c9749,Nikhil Kapoor
0ee9e3c3-fd96-4c3e-b834-f29b6a167cc1,Priya Iyer
08271d4f-f2bb-444c-9367-793b6dcf9cc3,Priya Malhotra
18f7abc7-d2c7-407e-ad61-5677d0f07a3b,Vikram Patel
74cd01a0-1e87-4aff-a6ad-14774b2238c9,Aditya Reddy
3a4cf39e-d3b7-472e-a6c4-38d535fe2a9b,Pooja Patel
4ba1a44f-f144-4ddd-87d9-170312587325,Tanya Agarwal
660903f6-e9c1-4a8b-9b14-fc45b9da75bb,Sakshi Malhotra
b50697f3-ed5f-45d0-a589-35a4948c9d60,Pooja Mehta
ad8cb961-1bb6-4431-a78c-971c6f95fdb7,Kavya Iyer
b9fc7788-d664-4f28-b208-7fee27ec6692,Ankit Bansal
6f356ff1-9b12-4bcc-bd30-62ed58a45398,Aman Tiwari
cd5959ee-52ef-4ab7-bafc-d42cabae4aa5,Arjun Tiwari
290fad06-5d98-4458-8c39-da75673438c2,Tanya Malhotra
5459c226-a2ff-410c-a1b1-c0d2c3438187,Shreya Bansal
d48b7c76-d8e7-4b52-b7d3-d1c1939c511c,Aditya Mehta
78167bbf-ddcf-40ad-aab4-94e19eb7afd3,Neha Kumar
8f9debb4-1d28-4e6e-8d30-256878fb0915,Sakshi Reddy
5965b4b6-82c3-402d-b922-1017de2192a9,Raj Singh
28be8f0f-708a-4bd4-94b0-b9873492d8e3,Manish Shah
585c8345-f1ef-43c8-b359-ee328e2e4959,Rohan Khanna
2f4cfc2b-a505-4d21-a2a4-eb14e7153e13,Harsh Sinha
27187614-2715-44ca-8f46-c661e6f22f54,Simran Gupta
fddc5355-c23d-4bf6-9cda-914b44b99af9,Avni Sharma
ec4e4a83-8eb4-4f19-bb9b-e3a2f490d7b3,Yash Shah
b9f7e7b0-5b0b-47f5-913b-a9530b4c66e5,Sakshi Desai
33351ca0-409a-4e6f-a70d-e00a2c2b21b1,Kavya Patel
083ce67a-2455-4d04-9285-8026b556d613,Nikhil Iyer
a95bd534-0aa3-4f0c-b2fd-001d101469de,Manya Patel
819d0a42-5293-42d3-b5a6-84bb1f0c0db8,Rahul Bansal
0bf79b90-32b2-4def-ac31-0fb533263d53,Avni Reddy
77356b96-553c-4a60-ad30-2308a111a3d6,Vivaan Bansal
4f90656d-f2c2-4515-9e8d-569e50bf2847,Shreya Malhotra
4255c023-ad45-454c-9979-62b4886d720d,Manya Bhatia
7a0c734c-5495-428d-bd2e-096c88bb6788,Kabir Sharma
d23eac21-783b-47ce-9c64-a3b5f21ed04b,Aarav Bhatia
b55c729d-9173-47de-86bd-287736853bd4,Tanya Mishra
8e55a56f-1177-4400-b0d8-40aafac803d3,Radhika Verma
c03c7aec-bb51-48d4-aea8-71001c4fd5a4,Rohan Verma
c4ca553e-73b9-44a6-bbc6-398c0281d55a,Rohan Tiwari
685482ef-fb80-4c66-8e78-925f10d1a135,Yash Malhotra
58fcd2ab-5448-4f90-b582-8469edee5605,Pallavi Sharma
90184b19-fd85-4af5-b507-1657040ded91,Rohan Desai
a5321426-daf8-49e1-b3eb-3116ed3dfcbe,Manish Joshi
c8ce254e-f4ac-41d4-a669-133b3fefdcd4,Vivaan Saxena
e60ac408-56bf-4c8c-96ba-becf48167f07,Ishaan Jain
