customer_id,national_id,birth_date,city,state,age,age_group
68901c7d-2c1a-4c17-b4c4-74a381a4ebcf,IO435834257,1998-10-13,Tacoma,Washington,27,Middle Aged
af645e35-b45e-4ad8-bffd-0e2dea2496f9,EJ505148324,1991-11-17,Allentown,Pennsylvania,34,Middle Aged
036ebc85-d632-4697-b4b9-0ce40c8aa151,WK969664601,2006-10-31,Syracuse,New York,19,Young Adults
209d490c-f2de-42fb-be19-ff81de15c5a0,RN143971338,1986-06-04,Scottsdale,Arizona,40,Middle Aged
33526715-6f38-4560-9cec-2faddb2e18cc,CZ465791287,1989-02-12,San Francisco,California,37,Middle Aged
9a495dba-bde9-44c3-8145-d541ff7f00bb,AI238775185,1997-10-21,Miami,Florida,28,Middle Aged
05d0c6aa-51af-4bef-aa13-51671ef3543b,BR149481789,1984-04-20,Sparks,Nevada,42,Middle Aged
aa4cce8c-52c5-4028-a9a2-4e3d09c37945,ZI411679517,1985-10-17,Rochester,New York,40,Middle Aged
8777c81c-9bd2-4286-82e5-80d64b3dea49,NW666124933,1994-09-13,Rochester,New York,31,Middle Aged
8688cdb5-ddea-4a28-a01e-4c72e0a6db18,VE549880512,1969-07-03,Spokane,Washington,57,Older Adults
3a674f7e-a660-4890-ad70-cc6d6243b37f,ZP926892881,1952-05-09,Boston,Massachusetts,74,Seniors
9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,SM919737240,1960-03-26,Nashville,Tennessee,66,Seniors
711d1a09-2c23-47cd-906d-36f21485d178,ZQ317943153,2002-02-27,Detroit,Michigan,24,Young Adults
851911fa-e90d-4143-8a2d-36c114606f7e,ZU292840418,1993-11-07,Evansville,Indiana,32,Middle Aged
d63d760e-8e35-45a7-8e5e-726780fc90ca,PE596640328,1966-08-31,Dallas,Texas,59,Older Adults
7d4858da-05d8-4db2-9cda-aaef3401ed6f,QQ297220193,1963-08-19,Sacramento,California,63,Seniors
91e8018a-5410-4b8e-b774-79d502f10661,NR517209621,2001-12-14,Rockford,Illinois,24,Young Adults
edab3b94-d559-471e-8a4f-baa4a82d2b87,JW929843869,1963-08-28,San Antonio,Texas,62,Seniors
727c36de-0126-4272-a349-dea3796e6cae,AY984510099,1972-07-02,Sacramento,California,54,Older Adults
8f4ea588-5a4f-40e3-ab56-9b3c57fb7ec1,WJ299726223,2002-01-09,Memphis,Tennessee,24,Young Adults
4e18786a-167a-4f53-85ba-c0094471ec40,KD717470420,2004-10-02,Los Angeles,California,21,Young Adults
ed154512-8b23-4841-802b-eddf6d91f2b0,HO017006100,1981-03-18,Fort Worth,Texas,45,Middle Aged
e8a94fa8-9c7b-476a-ab27-e9d182725071,DF345820402,1982-04-20,Orlando,Florida,44,Middle Aged
b0455f06-0c02-4714-a3ee-5782057e5744,DB879179032,1981-11-23,Los Angeles,California,44,Middle Aged
93adcbdc-9aca-4199-8e33-069a28ec60f1,QX931781072,1965-07-20,Warren,Michigan,61,Seniors
380e294c-c3de-4ef3-9a40-e62c64dc6aa6,XL050937055,1993-09-02,San Francisco,California,32,Middle Aged
395503e2-4d23-4a3a-b2e0-b5d8e9edc396,CI046015709,1996-05-07,Grand Rapids,Michigan,30,Middle Aged
83ac61c4-dfde-4fb8-bffa-a1bbb101fb65,NM176728819,1952-09-05,Sacramento,California,73,Seniors
0e56cf30-2186-4f7e-a521-3a6174330fe4,SF109298131,1969-05-09,Akron,Ohio,57,Older Adults
ee421b5d-31c7-4e3d-a8d9-7a2e629e29c0,KB787781708,2007-05-18,Sacramento,California,19,Young Adults
943c8292-23af-41a9-8171-c597e5e75c00,FE448443930,1994-01-05,Rochester,New York,32,Middle Aged
53c325c4-52bb-4bf0-a60d-dd5d46e2d00c,IY361385096,2007-04-02,Rochester,New York,19,Young Adults
d6fa4b58-8f07-4e49-991f-7056829ab034,OV701312483,1987-06-14,Dallas,Texas,39,Middle Aged
523a570c-b77a-4fdf-88b6-f5f914b4d929,IB119618597,1980-09-21,Albany,New York,45,Middle Aged
0da17aa7-5e8b-4ffd-9fee-e0fff0135025,YZ217060006,1992-12-16,San Francisco,California,33,Middle Aged
398e41d9-1069-47f7-8d13-244b8077c658,UH473082654,1985-02-08,Milwaukee,Wisconsin,41,Middle Aged
89296cf4-3444-4f2c-b9e2-3d587d41846d,QK574147751,1970-05-14,San Diego,California,56,Older Adults
81c6a055-492a-4430-959a-2b110fa6820b,CH224647295,1998-05-23,New York City,New York,28,Middle Aged
5c422707-d31d-48da-abd4-995d13d5504d,UU715496601,2004-07-13,Hillsboro,Oregon,22,Young Adults
f989d4cf-c8ed-4f7c-a59c-dcf26773f1f7,KZ112181562,2001-10-28,Fort Worth,Texas,24,Young Adults
e8702b31-08a2-4085-ab36-5c6459b0bbe0,PK440261115,1963-01-22,San Jose,California,63,Seniors
4762e5c1-5423-4a10-84bb-b5f0e06d84c9,YB392851391,2007-02-28,San Diego,California,19,Young Adults
2c715b26-1a54-4b39-9074-e692e269a7a6,TK754900608,1979-08-09,Vancouver,Washington,47,Older Adults
d8553b54-782a-402e-ba3e-79c4ed789d76,NZ187971458,1984-03-05,Akron,Ohio,42,Middle Aged
e4cb057c-aa62-4c5b-94ae-7025e17d7cc5,CV998757113,1964-03-13,Sacramento,California,62,Seniors
e6ceed96-b539-471c-933b-5c9acd7fcd7c,SJ196559456,1951-10-15,San Diego,California,74,Seniors
53b63cc7-b45b-44c9-83c4-85eaf8d2efe1,TT809177046,1984-11-13,Sacramento,California,41,Middle Aged
8ad5bee5-7c74-475a-837f-cace96dd7ce7,JR118772973,1973-10-18,Reading,Pennsylvania,52,Older Adults
d08b8625-8735-41b3-a5b9-ec8d38586394,RJ748961009,2003-06-21,Orlando,Florida,23,Young Adults
ba20febc-5f02-45ba-9ec9-d04e07e77ffa,GV358918587,2003-12-22,Joliet,Illinois,22,Young Adults
d0d5f9fe-7956-4ef1-b891-7c4a09a344dc,GX260730525,1988-02-06,Durham,North Carolina,38,Middle Aged
bf0cbf48-35df-47b8-bb1b-180b4e2d7b19,GU381014559,2000-04-03,Naperville,Illinois,26,Middle Aged
9ad16f05-ddee-429b-befb-e7bb770b57b5,JJ869875267,1973-04-05,Erie,Pennsylvania,53,Older Adults
89ec2520-8577-4f60-95ed-7d8fdcb2ed47,PH711295406,1955-08-14,Aurora,Illinois,71,Seniors
66f9b9a3-9cb7-4a42-a5da-d2f1d02ba65c,HG086867815,1971-05-19,Scottsdale,Arizona,55,Older Adults
a2df4517-6bd6-462a-9833-5662008bba5f,EM462179179,2007-10-13,Vancouver,Washington,18,Young Adults
5fa5d764-7a07-4cfa-9e59-056f58fbfb2c,UC236288453,1970-05-22,San Antonio,Texas,56,Older Adults
6d63c25a-2eb9-4b7a-a6f6-120cba15e047,KB374437946,1953-07-14,San Diego,California,73,Seniors
d6b5ecd9-c1ac-4c69-a886-e547416cdea4,CV191497454,1983-10-24,Augusta,Georgia,42,Middle Aged
0c260fe3-5e7d-4e48-917a-8da0087f5ac4,MN915104091,1997-01-18,Cleveland,Ohio,29,Middle Aged
6e9136e4-8059-46dd-b4bf-c19715804c75,ZK515053791,1970-06-10,San Antonio,Texas,56,Older Adults
e44e9374-bb60-403c-a215-729f20c30185,HZ139193190,1982-02-07,Vancouver,Washington,44,Middle Aged
c71bd27c-f360-4a2d-98ae-8b6c03635a17,UD801438991,1955-03-13,Sacramento,California,71,Seniors
0b003667-bc67-46b1-bc02-2ba9ddd1346a,BG127982030,1961-04-04,Jacksonville,Florida,65,Seniors
adbcdc30-7514-4486-919f-617e1549ea39,VM466957466,1975-06-02,Dallas,Texas,51,Older Adults
3c6b8b90-e83e-4f6d-95f2-faff1d9dc837,MX388339440,1957-07-21,San Francisco,California,69,Seniors
139b360a-7725-4a4d-a229-eab80be8d4fa,WY570879934,1987-07-03,Augusta,Georgia,39,Middle Aged
17bdf970-f6e1-4e55-b21e-1bf00743809c,ZL790378500,1966-08-23,Tucson,Arizona,60,Older Adults
88b9d5fb-84ba-4a6a-b6a4-fcb2847902d7,KZ814445168,1972-11-25,Los Angeles,California,53,Older Adults
bb8b5eef-dc0d-480d-8836-70af23349963,SD725194017,1996-01-13,Denver,Colorado,30,Middle Aged
14fc0cad-0cd2-4f8e-9a1a-f77df333e580,WM261147018,2000-04-22,Hillsboro,Oregon,26,Middle Aged
9b7c4c38-9658-4f45-ab30-683eb7d6df70,AP329384549,1966-11-03,San Diego,California,59,Older Adults
07f4208d-7218-4070-85b7-2b540a1bddbe,NP371803533,1977-10-30,San Antonio,Texas,48,Older Adults
a022e20c-033f-416a-a1e8-3f1dd45ea49c,RC430250419,1985-02-17,Joliet,Illinois,41,Middle Aged
50fe4fbc-766c-4207-a0a0-8b7e21f8bd9b,SM396109945,1998-11-12,Grand Rapids,Michigan,27,Middle Aged
bcf581fb-ab12-4345-afcb-703db1f0c016,PA093703935,1998-05-25,San Antonio,Texas,28,Middle Aged
1a87c5f3-a932-4852-ac0c-b0ac5a2627b1,TZ001730025,1963-05-23,San Antonio,Texas,63,Seniors
65f1d124-89c9-4f73-85e9-7e41168a6d2f,VJ319025080,1993-11-13,Orlando,Florida,32,Middle Aged
53134493-9a0c-41b3-bd02-be331b94746a,BS102558071,1988-12-01,Columbus,Georgia,37,Middle Aged
c6230195-dc16-48e3-9f61-a81c49caa3bb,QF097403185,1990-02-07,Toledo,Ohio,36,Middle Aged
14554bec-65be-44b9-b013-2964f1e5d644,LS914450462,2001-12-05,Dallas,Texas,24,Young Adults
ad1d31b1-3abe-4f5f-b70b-2c588b09be69,ZN875548596,1951-05-16,San Jose,California,75,Seniors
49088e52-2653-421d-9e75-61713203308d,KD926276746,1993-05-30,San Jose,California,33,Middle Aged
00ca63ec-4ba0-45f9-9525-251368ca7e7a,WN646947775,1965-08-16,Syracuse,New York,61,Seniors
7493b6cf-51fc-4216-843f-916d259a311c,KV955864412,2000-05-23,San Francisco,California,26,Middle Aged
06982117-6075-4ea3-80f3-211f891caa7f,OQ487611446,1987-04-12,San Francisco,California,39,Middle Aged
2fea3e9e-2f1b-404c-9b00-e28c28fe292c,KL982864827,1984-04-05,Scottsdale,Arizona,42,Middle Aged
b726e148-4a35-421f-a13e-ff5e0940f2b2,PZ917874537,1959-04-26,Fort Lauderdale,Florida,67,Seniors
6d8c63c2-6618-4086-803d-7ae51ca12e77,RX606075264,2008-03-31,Los Angeles,California,18,Young Adults
90ebe80a-b125-4a4d-ad48-472d78573152,CS738104568,1989-07-12,Syracuse,New York,37,Middle Aged
9cbadf30-f568-4d8e-a52c-7c99e85856e6,QS668566877,1999-11-19,Fort Worth,Texas,26,Middle Aged
a0ca1a73-c166-4130-b256-6dbe4251d4dd,DV872679217,1980-03-07,New York City,New York,46,Older Adults
b414bf0d-9dea-435c-bc11-aa91a4f44152,RQ068726674,2004-01-20,Los Angeles,California,22,Young Adults
f05280df-c788-40f4-8911-12a866163969,EP042985208,1960-11-25,Fort Lauderdale,Florida,65,Seniors
7568c9f4-07b0-48dd-8f00-177a33c476be,NX365019681,1970-02-08,Allentown,Pennsylvania,56,Older Adults
b280db7e-22de-489f-8501-5eec39279217,KN112476475,1982-10-03,Austin,Texas,43,Middle Aged
b12c681e-a038-46cd-81aa-5df0ca1b039b,DI158827689,1957-06-17,Albany,New York,69,Seniors
fdbad7a9-ba1e-400f-bca7-c129bf9ce3d6,YP941471408,1954-02-10,Tucson,Arizona,72,Seniors
b55d80b0-f93f-4229-8d64-2cf81dd98d1b,ZP328199501,1965-06-24,Fort Lauderdale,Florida,61,Seniors
1842e120-1fe8-4b3a-87a2-c70ebccc8948,PJ983299509,1999-10-21,San Jose,California,26,Middle Aged
c6b25a39-306d-4cd6-abd1-8c5df98dcd53,YZ839841226,1954-11-21,Syracuse,New York,71,Seniors
6cd11371-2739-4ded-b960-be9b249e4f8d,EV775414803,2002-08-13,Jacksonville,Florida,24,Young Adults
c1433db9-3fd5-4936-bb7d-64c7ab41788d,YR313507274,1964-01-23,Toledo,Ohio,62,Seniors
26063cb4-a9d3-49ab-8075-264aabf9bd52,GE135987937,1962-09-07,Chicago,Illinois,63,Seniors
b3022ba9-ab3a-4639-8635-590ecebc44a3,QO333925075,1965-11-20,Erie,Pennsylvania,60,Older Adults
2a67c751-e6ff-4e94-89c2-c4bfa63ba494,LC569388351,1950-08-21,Rockford,Illinois,76,Seniors
c9dadb2f-4aa1-4ab4-931f-5a8786743b12,IL384891519,1978-03-14,Los Angeles,California,48,Older Adults
0e445b51-c4ef-4469-b5bc-0b5aac6a46b0,LH828574290,1986-05-29,Reading,Pennsylvania,40,Middle Aged
2a35e642-e8d8-45fe-95d5-fa66bc326571,FP797329372,1951-08-02,Dallas,Texas,75,Seniors
5f6c4a37-9c57-4280-8228-70443a2c05cc,TF555743699,1987-12-23,Toledo,Ohio,38,Middle Aged
95a305b2-874c-4be6-af3c-fae4bf43eead,UG703589328,1989-11-12,San Diego,California,36,Middle Aged
20bc2587-694f-475b-869d-25b4f492a97a,ZM917222640,1972-01-30,Salem,Oregon,54,Older Adults
fa2e0e1b-e5bc-4936-9b50-878e97cbc694,AL810497255,2004-09-21,Miami,Florida,21,Young Adults
3c761e7e-10b0-455d-8508-be93a61e4ccd,NB522512747,1961-03-10,Pittsburgh,Pennsylvania,65,Seniors
72f48c58-58cf-466b-8bdf-83f9a713b695,RX822735158,1968-01-31,Eugene,Oregon,58,Older Adults
9e298291-7258-42b2-b6d1-bb7e8ac7084b,VT819604370,1970-01-27,Jacksonville,Florida,56,Older Adults
fee20058-176b-43e5-966a-07c191909efe,GO736239102,1964-08-02,Lansing,Michigan,62,Seniors
a5b80758-c67d-41b9-af4c-ec2acd7a1d9e,ZG692015200,1959-02-15,San Francisco,California,67,Seniors
1552d5c6-c3db-4ad2-bb52-cd7046abe57c,HE550927967,1996-02-11,Miami,Florida,30,Middle Aged
0efb2dd1-5e13-46aa-b8c6-97f2df63c6b4,CZ375557864,2004-06-27,Augusta,Georgia,22,Young Adults
f53e3127-62fd-42c6-adc8-23e0eb71c150,NG735683265,1985-05-20,Houston,Texas,41,Middle Aged
5353ca22-036b-44cc-ac64-557c4078f81b,KG763335506,1964-07-29,Dallas,Texas,62,Seniors
a238952a-de45-4590-bf89-024b852dcde7,MI011047453,1995-09-12,Naperville,Illinois,30,Middle Aged
5fbd82b2-730a-41ac-b0a0-4c5cb681cfdb,HU286627680,1971-01-19,Fort Worth,Texas,55,Older Adults
0380e6b8-a1dd-487f-a274-94ec1c641e42,QM921293320,2004-05-24,Naperville,Illinois,22,Young Adults
ad90d9e3-15cc-4f09-b946-afbb69c507d6,ZY970527021,1986-02-21,Portland,Oregon,40,Middle Aged
52b00dc5-4aa8-4192-b5b2-7d30c8d53bb2,SA692692084,1969-12-08,Houston,Texas,56,Older Adults
784fba88-c04c-4ec2-a894-ef6eab6b6fe7,BL472444891,1951-12-27,Rockford,Illinois,74,Seniors
84bccf29-3add-47b6-b27d-aa536e42dee1,RQ015235868,1978-08-14,Carmel,Indiana,48,Older Adults
ecb40181-4919-4d84-8560-9d9b525c12da,GC408366021,1957-04-04,Sacramento,California,69,Seniors
268592a1-becf-42cf-8faa-729787abf72a,WY308435404,1987-10-06,Warren,Michigan,38,Middle Aged
b78abea0-0d1d-46eb-a20b-d5bc29990205,FS022735245,1960-02-16,Columbus,Georgia,66,Seniors
4dd3943c-6db5-4356-9963-c9e13e6d6bf0,VM969840336,1980-04-23,Chattanooga,Tennessee,46,Older Adults
4dddb481-8040-49ad-9d13-25ce0f16f88b,XU039852155,1954-01-18,San Jose,California,72,Seniors
812e522c-3b2d-4d0c-acc1-0fd8262528c3,VI775230393,1953-05-21,Aurora,Illinois,73,Seniors
51f34610-df75-46ea-b9c1-93e08d606a71,QN128056753,1961-06-16,Reading,Pennsylvania,65,Seniors
c7b96c2e-f383-4531-83b5-ee17636abe2c,TN136678915,2001-03-01,Salem,Oregon,25,Young Adults
9bcc759a-fd8f-4067-8539-b0aeed63768f,FZ920546652,1964-11-02,Albany,New York,61,Seniors
d48f125f-9533-49ee-9e4f-e208d8c94f66,KG216097744,1999-05-31,Albany,New York,27,Middle Aged
aadbf331-4ef8-48d8-853e-1de8e2b28b57,QF603616075,1988-07-20,San Antonio,Texas,38,Middle Aged
3981f81d-de51-4dfd-b9f5-44a2e2bec63a,GI108920446,2004-11-17,Greensboro,North Carolina,21,Young Adults
677b4ace-29b1-4608-bd17-92605e5c81c5,RM007035612,1956-05-15,Memphis,Tennessee,70,Seniors
f644f6e1-4e84-4b0b-88cf-9442095fa509,CV224191968,1951-02-18,Buffalo,New York,75,Seniors
66658745-c3c6-4bcc-b147-a32b7469ac2d,UP689134692,1961-08-25,Philadelphia,Pennsylvania,65,Seniors
4df612da-ef79-4bb0-9a81-e874dc6c458e,HE365115588,1982-02-06,San Jose,California,44,Middle Aged
0e753b39-69c6-477c-afb4-d1c132631f66,WC640175694,1968-05-20,Tampa,Florida,58,Older Adults
a1bf481b-e23a-4a82-aa39-b8aa66533afd,KZ426191897,1975-09-17,San Jose,California,50,Older Adults
1b96a254-9f71-4b97-8ca6-a17f04d615fa,YL072992025,1965-10-07,San Antonio,Texas,60,Older Adults
80f4a5d5-7b26-407d-a1df-2f7734bc2283,RC684893101,1993-04-14,Houston,Texas,33,Middle Aged
23c10878-4a5a-481b-8b74-7f58494c689b,OA493374450,1992-04-22,Orlando,Florida,34,Middle Aged
633e22f8-fdfc-4fba-ae33-d855c3dd4d5d,XM785311081,1994-11-05,Atlanta,Georgia,31,Middle Aged
b4c7ebd1-ea9b-4616-81fd-fd9869ac2869,ZM207259302,1976-10-07,Vancouver,Washington,49,Older Adults
3eade460-20d5-4b43-a26d-cbc41e5c72e7,ZU523831385,1951-03-18,Dallas,Texas,75,Seniors
eda8ad38-d11a-48bf-8343-842553e029e1,JY520719752,2005-07-02,Sacramento,California,21,Young Adults
86353ea1-8070-4d0e-beb9-34bceff93de9,RV751969613,1973-06-03,Los Angeles,California,53,Older Adults
9b776521-eb49-442c-a18e-b0f1aca4bceb,KT207620418,1976-09-21,New York City,New York,49,Older Adults
93b1b215-2296-40cb-9dce-9c82597b9ade,DI530690982,2004-01-30,Austin,Texas,22,Young Adults
1f968366-e95f-49a4-8d09-e8c202f41029,TR850854401,1991-09-30,Durham,North Carolina,34,Middle Aged
ac41840e-d13c-4a2e-8b50-64e3b6e6b8a9,EE762253940,1991-12-11,Austin,Texas,34,Middle Aged
f6f6c7d2-f491-49f0-b151-e5c1d6256042,EL429643495,1974-07-02,Reading,Pennsylvania,52,Older Adults
f2c3997e-0854-469a-b9fa-fb020623ce6c,UG168109336,1951-06-07,Sacramento,California,75,Seniors
56f94a75-1b67-45b6-8a64-7f169a4cd83b,NB992507071,1963-09-01,Jacksonville,Florida,62,Seniors
fe4f8c97-f727-4226-9422-f0a11c8a5798,YD960206606,2002-12-21,San Francisco,California,23,Young Adults
44f58f4e-dc82-429b-b2fe-59ea81d9c78f,BC269432746,1972-08-03,Austin,Texas,54,Older Adults
209d4295-5c30-4fc8-935a-1c0a850a1b83,ZB052508049,1956-07-05,Charlotte,North Carolina,70,Seniors
4f4412c2-06f1-4904-9d42-0ab915fc18ba,GY962630776,1959-07-09,San Antonio,Texas,67,Seniors
17cac573-3a6f-430c-88e3-2c09d3e38683,CC773721809,1992-10-19,Columbus,Georgia,33,Middle Aged
c231947c-98fc-406e-9f29-8776ade6bc5f,UW157272423,1973-08-19,San Jose,California,53,Older Adults
9fc04204-244d-4904-863e-9d10fcad9327,BF798572809,1995-04-29,Lansing,Michigan,31,Middle Aged
bebedbd2-5140-4ba4-8a45-80cd2fdbfeab,DR659914163,1961-06-12,Austin,Texas,65,Seniors
0e18ab33-89a3-4fc7-bd31-49e18c338769,ZI041338003,1959-06-02,Akron,Ohio,67,Seniors
e5bbaa17-3164-4c9e-9c1a-aaf1294cef85,LC402693570,1977-04-22,San Antonio,Texas,49,Older Adults
31a152be-00e5-4d14-aca4-ebba9701603e,RA097666909,1988-02-18,Savannah,Georgia,38,Middle Aged
21988c67-7574-41e1-8a25-46efd60a1a24,IC752528881,1953-09-02,Buffalo,New York,72,Seniors
3d23c6d5-dd16-4d4b-97e8-9d6136b85d39,EV116296724,1994-05-21,Phoenix,Arizona,32,Middle Aged
312e91cc-5a82-42aa-a8cc-6b2220a344ba,RB382438787,1969-05-15,Sacramento,California,57,Older Adults
63085581-9fb8-4e4f-8e08-6a28384f95dd,GK207807107,1982-12-21,Los Angeles,California,43,Middle Aged
31822449-44da-4140-8663-ae1595d20dfb,WM219419906,1989-11-02,Augusta,Georgia,36,Middle Aged
763b434e-edc7-4116-9d8f-a5a00ca60d24,VD501589502,1960-09-29,Athens,Georgia,65,Seniors
88a88e8f-c151-4f20-8d41-7c97c0872ba9,UW298984287,1982-06-11,Sacramento,California,44,Middle Aged
d96618ea-53ae-4965-81ec-73ab2a12dea0,XU267876371,1979-11-07,San Diego,California,46,Older Adults
6ecc370c-14d0-4a2f-8bba-2db185ec98b3,SB973869808,1971-02-18,San Diego,California,55,Older Adults
58e4ccbd-4f6d-4ffc-a5c8-bfaabf9992c6,ZW987245889,1973-03-13,Cleveland,Ohio,53,Older Adults
c4a269c6-9efc-492a-bdcf-0d027c754873,HX640451524,1952-01-18,Sacramento,California,74,Seniors
a6ff42ba-c39a-4fbd-884b-35d07b5ab40f,AL743030237,1976-06-21,Sacramento,California,50,Older Adults
e8ab8789-ceca-4456-b2cf-d2943bfee93b,EJ561017824,1992-12-15,Columbus,Ohio,33,Middle Aged
0122c7cd-2330-47bc-9e42-6d6d65286bca,YX374298625,1989-07-21,Fort Lauderdale,Florida,37,Middle Aged
119cb3fc-ac3b-4458-9202-a5875c354fac,PD052168484,2006-05-26,Lansing,Michigan,20,Young Adults
b5c10fce-7348-4197-ac22-4cb4ddab4aa0,PM312652168,1983-03-05,Austin,Texas,43,Middle Aged
ac8096f6-9976-465a-b67b-40da1c63ca84,PD801474339,1971-12-28,Rockford,Illinois,54,Older Adults
dbae6c69-ca52-4d15-8683-e9b600dd20bc,JT808451681,2003-02-07,Greensboro,North Carolina,23,Young Adults
3afcd865-ced9-4387-9dfd-1e5e890e50e4,PG537606974,1976-04-10,Philadelphia,Pennsylvania,50,Older Adults
49dc1417-baeb-4122-914d-2f2b7f712763,UR799260020,2006-08-07,Chandler,Arizona,20,Young Adults
07a270e3-f1ab-4c20-838d-e98b90f9594f,UW760482867,1997-02-03,Lowell,Massachusetts,29,Middle Aged
5406beb2-7fd1-4d75-a28e-d22d6e0784e3,UH637059733,1959-07-01,New York City,New York,67,Seniors
6c20813f-3709-4279-9289-6b6116ec3563,ZU923118157,1973-06-09,Naperville,Illinois,53,Older Adults
9b480d79-d200-48b9-a205-fa0409e2a2c8,HU439713851,1972-06-17,Fort Worth,Texas,54,Older Adults
0184898f-78e0-44b8-b257-a7c6d792b689,PZ565695057,2004-03-29,Syracuse,New York,22,Young Adults
4c4d16a4-ff37-4baa-96af-0553f3706e1a,ZF957178610,1984-10-11,Chicago,Illinois,41,Middle Aged
c2023cb3-63a9-4402-b06b-254742c60b19,IB712151182,2008-05-15,Dallas,Texas,18,Young Adults
83669f3b-73d0-4db3-aca0-2049212e20db,FP999626694,1951-03-04,Sacramento,California,75,Seniors
edc513c7-7afa-4440-a3d3-abc8e4ecdb69,GO573951037,1961-05-04,Seattle,Washington,65,Seniors
0efb53aa-df00-4003-b0c6-b132ae6e78e6,MA572366976,1991-03-13,Greensboro,North Carolina,35,Middle Aged
987ff92d-66d9-4bdf-b8be-c2b83d3c1b42,XU515575100,1966-08-19,Spokane,Washington,60,Older Adults
019e2665-f34e-488f-9eb1-1982bd6df805,MS171710763,1986-10-14,Pittsburgh,Pennsylvania,39,Middle Aged
